GO.ID	Term	Annotated	Significant	Expected	pval_test	pval_adj	ontology
GO:0019219	regulation of nucleobase-containing comp...	185	115	105.75	0.0633	1	BP
GO:0010648	negative regulation of cell communicatio...	99	64	56.59	0.0637	1	BP
GO:0023057	negative regulation of signaling	99	64	56.59	0.0637	1	BP
GO:1901888	regulation of cell junction assembly	29	21	16.58	0.0641	1	BP
GO:0031346	positive regulation of cell projection o...	29	21	16.58	0.0641	1	BP
GO:0120031	plasma membrane bounded cell projection ...	37	26	21.15	0.0669	1	BP
GO:0030031	cell projection assembly	37	26	21.15	0.0669	1	BP
GO:0050954	sensory perception of mechanical stimulu...	26	19	14.86	0.0686	1	BP
GO:0030900	forebrain development	34	24	19.44	0.0725	1	BP
GO:0060627	regulation of vesicle-mediated transport	34	24	19.44	0.0725	1	BP
GO:0001503	ossification	23	17	13.15	0.073	1	BP
GO:0071241	cellular response to inorganic substance	23	17	13.15	0.073	1	BP
GO:0060429	epithelium development	118	75	67.45	0.074	1	BP
GO:0007049	cell cycle	108	69	61.74	0.0751	1	BP
GO:0007600	sensory perception	60	40	34.3	0.0765	1	BP
GO:0050805	negative regulation of synaptic transmis...	20	15	11.43	0.0773	1	BP
GO:0050906	detection of stimulus involved in sensor...	20	15	11.43	0.0773	1	BP
GO:0051783	regulation of nuclear division	20	15	11.43	0.0773	1	BP
GO:0007044	cell-substrate junction assembly	8	7	4.57	0.0785	1	BP
GO:0001658	branching involved in ureteric bud morph...	8	7	4.57	0.0785	1	BP
GO:0060348	bone development	8	7	4.57	0.0785	1	BP
GO:0001952	regulation of cell-matrix adhesion	8	7	4.57	0.0785	1	BP
GO:0010977	negative regulation of neuron projection...	8	7	4.57	0.0785	1	BP
GO:0019730	antimicrobial humoral response	8	7	4.57	0.0785	1	BP
GO:0007447	imaginal disc pattern formation	8	7	4.57	0.0785	1	BP
GO:0008589	regulation of smoothened signaling pathw...	8	7	4.57	0.0785	1	BP
GO:0038093	Fc receptor signaling pathway	8	7	4.57	0.0785	1	BP
GO:0035773	insulin secretion involved in cellular r...	8	7	4.57	0.0785	1	BP
GO:0071277	cellular response to calcium ion	8	7	4.57	0.0785	1	BP
GO:0051591	response to cAMP	8	7	4.57	0.0785	1	BP
GO:0043620	regulation of DNA-templated transcriptio...	8	7	4.57	0.0785	1	BP
GO:0043618	regulation of transcription from RNA pol...	8	7	4.57	0.0785	1	BP
GO:0150115	cell-substrate junction organization	8	7	4.57	0.0785	1	BP
GO:0090307	mitotic spindle assembly	8	7	4.57	0.0785	1	BP
GO:0042755	eating behavior	8	7	4.57	0.0785	1	BP
GO:0006633	fatty acid biosynthetic process	8	7	4.57	0.0785	1	BP
GO:0061178	regulation of insulin secretion involved...	8	7	4.57	0.0785	1	BP
GO:0070206	protein trimerization	8	7	4.57	0.0785	1	BP
GO:0021543	pallium development	17	13	9.72	0.081	1	BP
GO:0060485	mesenchyme development	17	13	9.72	0.081	1	BP
GO:0007617	mating behavior	17	13	9.72	0.081	1	BP
GO:0007618	mating	17	13	9.72	0.081	1	BP
GO:0050770	regulation of axonogenesis	17	13	9.72	0.081	1	BP
GO:0065008	regulation of biological quality	223	140	127.48	0.0817	1	BP
GO:0048646	anatomical structure formation involved ...	80	52	45.73	0.0818	1	BP
GO:0010557	positive regulation of macromolecule bio...	100	64	57.16	0.0821	1	BP
GO:0040007	growth	95	61	54.31	0.0823	1	BP
GO:0045165	cell fate commitment	51	39	29.15	0.0829	1	BP
GO:0007498	mesoderm development	14	11	8	0.0836	1	BP
GO:0006397	mRNA processing	14	11	8	0.0836	1	BP
GO:0042058	regulation of epidermal growth factor re...	14	11	8	0.0836	1	BP
GO:0006302	double-strand break repair	14	11	8	0.0836	1	BP
GO:0051592	response to calcium ion	14	11	8	0.0836	1	BP
GO:0002237	response to molecule of bacterial origin	14	11	8	0.0836	1	BP
GO:0002768	immune response-regulating cell surface ...	14	11	8	0.0836	1	BP
GO:1901184	regulation of ERBB signaling pathway	14	11	8	0.0836	1	BP
GO:0072073	kidney epithelium development	14	11	8	0.0836	1	BP
GO:0072009	nephron epithelium development	14	11	8	0.0836	1	BP
GO:0009948	anterior/posterior axis specification	11	9	6.29	0.0837	1	BP
GO:0010810	regulation of cell-substrate adhesion	11	9	6.29	0.0837	1	BP
GO:0043057	backward locomotion	11	9	6.29	0.0837	1	BP
GO:0043058	regulation of backward locomotion	11	9	6.29	0.0837	1	BP
GO:0007160	cell-matrix adhesion	11	9	6.29	0.0837	1	BP
GO:0031345	negative regulation of cell projection o...	11	9	6.29	0.0837	1	BP
GO:0043149	stress fiber assembly	11	9	6.29	0.0837	1	BP
GO:0110020	regulation of actomyosin structure organ...	11	9	6.29	0.0837	1	BP
GO:0030041	actin filament polymerization	11	9	6.29	0.0837	1	BP
GO:0030038	contractile actin filament bundle assemb...	11	9	6.29	0.0837	1	BP
GO:0033058	directional locomotion	11	9	6.29	0.0837	1	BP
GO:0045778	positive regulation of ossification	11	9	6.29	0.0837	1	BP
GO:0006970	response to osmotic stress	11	9	6.29	0.0837	1	BP
GO:0048469	cell maturation	28	20	16.01	0.0847	1	BP
GO:0016358	dendrite development	28	20	16.01	0.0847	1	BP
