GO.ID	Term	Annotated	Significant	Expected	pval_test	pval_adj	ontology
GO:0046425	regulation of receptor signaling pathway...	5	5	4	0.3277	1	BP
GO:0070373	negative regulation of ERK1 and ERK2 cas...	5	5	4	0.3277	1	BP
GO:0006984	ER-nucleus signaling pathway	5	5	4	0.3277	1	BP
GO:1903707	negative regulation of hemopoiesis	5	5	4	0.3277	1	BP
GO:0051932	synaptic transmission, GABAergic	5	5	4	0.3277	1	BP
GO:0051937	catecholamine transport	5	5	4	0.3277	1	BP
GO:1903828	negative regulation of protein localizat...	5	5	4	0.3277	1	BP
GO:0035774	positive regulation of insulin secretion...	5	5	4	0.3277	1	BP
GO:0033627	cell adhesion mediated by integrin	5	5	4	0.3277	1	BP
GO:0072384	organelle transport along microtubule	5	5	4	0.3277	1	BP
GO:0018107	peptidyl-threonine phosphorylation	5	5	4	0.3277	1	BP
GO:0007097	nuclear migration	5	5	4	0.3277	1	BP
GO:0046716	muscle cell cellular homeostasis	5	5	4	0.3277	1	BP
GO:0030183	B cell differentiation	5	5	4	0.3277	1	BP
GO:0048010	vascular endothelial growth factor recep...	5	5	4	0.3277	1	BP
GO:0048016	inositol phosphate-mediated signaling	5	5	4	0.3277	1	BP
GO:0018210	peptidyl-threonine modification	5	5	4	0.3277	1	BP
GO:1900408	negative regulation of cellular response...	5	5	4	0.3277	1	BP
GO:0045019	negative regulation of nitric oxide bios...	5	5	4	0.3277	1	BP
GO:0032410	negative regulation of transporter activ...	5	5	4	0.3277	1	BP
GO:0032413	negative regulation of ion transmembrane...	5	5	4	0.3277	1	BP
GO:0050432	catecholamine secretion	5	5	4	0.3277	1	BP
GO:0050433	regulation of catecholamine secretion	5	5	4	0.3277	1	BP
GO:0043491	protein kinase B signaling	5	5	4	0.3277	1	BP
GO:0070570	regulation of neuron projection regenera...	5	5	4	0.3277	1	BP
GO:0043457	regulation of cellular respiration	5	5	4	0.3277	1	BP
GO:0043484	regulation of RNA splicing	5	5	4	0.3277	1	BP
GO:0043488	regulation of mRNA stability	5	5	4	0.3277	1	BP
GO:0043470	regulation of carbohydrate catabolic pro...	5	5	4	0.3277	1	BP
GO:0032233	positive regulation of actin filament bu...	5	5	4	0.3277	1	BP
GO:0015800	acidic amino acid transport	5	5	4	0.3277	1	BP
GO:1902107	positive regulation of leukocyte differe...	5	5	4	0.3277	1	BP
GO:0032769	negative regulation of monooxygenase act...	5	5	4	0.3277	1	BP
GO:0007419	ventral cord development	5	5	4	0.3277	1	BP
GO:1902275	regulation of chromatin organization	5	5	4	0.3277	1	BP
GO:0043267	negative regulation of potassium ion tra...	5	5	4	0.3277	1	BP
GO:0021575	hindbrain morphogenesis	5	5	4	0.3277	1	BP
GO:0043276	anoikis	5	5	4	0.3277	1	BP
GO:0021515	cell differentiation in spinal cord	5	5	4	0.3277	1	BP
GO:0002221	pattern recognition receptor signaling p...	5	5	4	0.3277	1	BP
GO:0002224	toll-like receptor signaling pathway	5	5	4	0.3277	1	BP
GO:0045445	myoblast differentiation	5	5	4	0.3277	1	BP
GO:0002761	regulation of myeloid leukocyte differen...	5	5	4	0.3277	1	BP
GO:0050864	regulation of B cell activation	5	5	4	0.3277	1	BP
GO:0046939	nucleotide phosphorylation	5	5	4	0.3277	1	BP
GO:0050853	B cell receptor signaling pathway	5	5	4	0.3277	1	BP
GO:1904019	epithelial cell apoptotic process	5	5	4	0.3277	1	BP
GO:1904035	regulation of epithelial cell apoptotic ...	5	5	4	0.3277	1	BP
GO:0050830	defense response to Gram-positive bacter...	5	5	4	0.3277	1	BP
GO:0032507	maintenance of protein location in cell	5	5	4	0.3277	1	BP
GO:0042098	T cell proliferation	5	5	4	0.3277	1	BP
GO:0009187	cyclic nucleotide metabolic process	5	5	4	0.3277	1	BP
GO:0042052	rhabdomere development	5	5	4	0.3277	1	BP
GO:2000209	regulation of anoikis	5	5	4	0.3277	1	BP
GO:0010828	positive regulation of glucose transmemb...	5	5	4	0.3277	1	BP
GO:0010811	positive regulation of cell-substrate ad...	5	5	4	0.3277	1	BP
GO:0036003	positive regulation of transcription fro...	5	5	4	0.3277	1	BP
GO:0071356	cellular response to tumor necrosis fact...	5	5	4	0.3277	1	BP
GO:0002526	acute inflammatory response	5	5	4	0.3277	1	BP
GO:0071466	cellular response to xenobiotic stimulus	5	5	4	0.3277	1	BP
GO:0098781	ncRNA transcription	5	5	4	0.3277	1	BP
GO:0031397	negative regulation of protein ubiquitin...	5	5	4	0.3277	1	BP
GO:0014065	phosphatidylinositol 3-kinase signaling	5	5	4	0.3277	1	BP
GO:0034446	substrate adhesion-dependent cell spread...	5	5	4	0.3277	1	BP
GO:2000811	negative regulation of anoikis	5	5	4	0.3277	1	BP
GO:0014047	glutamate secretion	5	5	4	0.3277	1	BP
GO:0010676	positive regulation of cellular carbohyd...	5	5	4	0.3277	1	BP
GO:0051001	negative regulation of nitric-oxide synt...	5	5	4	0.3277	1	BP
GO:0098869	cellular oxidant detoxification	5	5	4	0.3277	1	BP
GO:0048679	regulation of axon regeneration	5	5	4	0.3277	1	BP
GO:1904406	negative regulation of nitric oxide meta...	5	5	4	0.3277	1	BP
GO:0007608	sensory perception of smell	5	5	4	0.3277	1	BP
GO:0050961	detection of temperature stimulus involv...	5	5	4	0.3277	1	BP
GO:0050962	detection of light stimulus involved in ...	5	5	4	0.3277	1	BP
GO:0050965	detection of temperature stimulus involv...	5	5	4	0.3277	1	BP
GO:0050951	sensory perception of temperature stimul...	5	5	4	0.3277	1	BP
GO:0016073	snRNA metabolic process	5	5	4	0.3277	1	BP
GO:0045646	regulation of erythrocyte differentiatio...	5	5	4	0.3277	1	BP
GO:0042475	odontogenesis of dentin-containing tooth	5	5	4	0.3277	1	BP
GO:0050908	detection of light stimulus involved in ...	5	5	4	0.3277	1	BP
GO:0050909	sensory perception of taste	5	5	4	0.3277	1	BP
GO:0034766	negative regulation of ion transmembrane...	5	5	4	0.3277	1	BP
GO:0060306	regulation of membrane repolarization	5	5	4	0.3277	1	BP
GO:0071774	response to fibroblast growth factor	5	5	4	0.3277	1	BP
GO:0043966	histone H3 acetylation	5	5	4	0.3277	1	BP
GO:0043967	histone H4 acetylation	5	5	4	0.3277	1	BP
GO:0051354	negative regulation of oxidoreductase ac...	5	5	4	0.3277	1	BP
GO:2001023	regulation of response to drug	5	5	4	0.3277	1	BP
GO:0051385	response to mineralocorticoid	5	5	4	0.3277	1	BP
GO:0009651	response to salt stress	5	5	4	0.3277	1	BP
GO:0042157	lipoprotein metabolic process	5	5	4	0.3277	1	BP
GO:0051496	positive regulation of stress fiber asse...	5	5	4	0.3277	1	BP
GO:0036295	cellular response to increased oxygen le...	5	5	4	0.3277	1	BP
GO:0042136	neurotransmitter biosynthetic process	5	5	4	0.3277	1	BP
GO:0010907	positive regulation of glucose metabolic...	5	5	4	0.3277	1	BP
GO:0042100	B cell proliferation	5	5	4	0.3277	1	BP
GO:0051412	response to corticosterone	5	5	4	0.3277	1	BP
GO:0060122	inner ear receptor cell stereocilium org...	5	5	4	0.3277	1	BP
GO:0006165	nucleoside diphosphate phosphorylation	5	5	4	0.3277	1	BP
GO:1904892	regulation of receptor signaling pathway...	5	5	4	0.3277	1	BP
GO:0038061	NIK/NF-kappaB signaling	5	5	4	0.3277	1	BP
GO:0003007	heart morphogenesis	22	19	17.61	0.3308	1	BP
GO:0001501	skeletal system development	22	19	17.61	0.3308	1	BP
GO:0033500	carbohydrate homeostasis	22	19	17.61	0.3308	1	BP
GO:0061138	morphogenesis of a branching epithelium	22	19	17.61	0.3308	1	BP
GO:0002274	myeloid leukocyte activation	22	19	17.61	0.3308	1	BP
GO:0010259	multicellular organism aging	22	19	17.61	0.3308	1	BP
GO:0042326	negative regulation of phosphorylation	22	19	17.61	0.3308	1	BP
GO:0001763	morphogenesis of a branching structure	22	19	17.61	0.3308	1	BP
GO:0048232	male gamete generation	38	32	30.42	0.3377	1	BP
GO:0071496	cellular response to external stimulus	38	32	30.42	0.3377	1	BP
GO:0009617	response to bacterium	38	32	30.42	0.3377	1	BP
GO:0023052	signaling	274	222	219.36	0.3388	1	BP
GO:0048646	anatomical structure formation involved ...	80	66	64.05	0.3396	1	BP
GO:0051707	response to other organism	59	49	47.23	0.3419	1	BP
GO:0043207	response to external biotic stimulus	59	49	47.23	0.3419	1	BP
GO:0035114	imaginal disc-derived appendage morphoge...	27	23	21.62	0.3466	1	BP
GO:0002066	columnar/cuboidal epithelial cell develo...	27	23	21.62	0.3466	1	BP
GO:0048737	imaginal disc-derived appendage developm...	27	23	21.62	0.3466	1	BP
GO:0009582	detection of abiotic stimulus	27	23	21.62	0.3466	1	BP
GO:0090596	sensory organ morphogenesis	43	36	34.43	0.3469	1	BP
GO:0048870	cell motility	95	78	76.06	0.351	1	BP
GO:0071310	cellular response to organic substance	131	107	104.88	0.3512	1	BP
GO:0001894	tissue homeostasis	16	14	12.81	0.3513	1	BP
GO:0046395	carboxylic acid catabolic process	16	14	12.81	0.3513	1	BP
GO:0061351	neural precursor cell proliferation	16	14	12.81	0.3513	1	BP
GO:0070646	protein modification by small protein re...	16	14	12.81	0.3513	1	BP
GO:0007162	negative regulation of cell adhesion	16	14	12.81	0.3513	1	BP
GO:0050806	positive regulation of synaptic transmis...	16	14	12.81	0.3513	1	BP
GO:0043524	negative regulation of neuron apoptotic ...	16	14	12.81	0.3513	1	BP
GO:0016054	organic acid catabolic process	16	14	12.81	0.3513	1	BP
GO:0042471	ear morphogenesis	16	14	12.81	0.3513	1	BP
GO:0034767	positive regulation of ion transmembrane...	16	14	12.81	0.3513	1	BP
GO:0006457	protein folding	16	14	12.81	0.3513	1	BP
GO:0071805	potassium ion transmembrane transport	16	14	12.81	0.3513	1	BP
GO:0009894	regulation of catabolic process	69	57	55.24	0.3527	1	BP
GO:0030029	actin filament-based process	48	40	38.43	0.3545	1	BP
GO:0043086	negative regulation of catalytic activit...	32	27	25.62	0.3586	1	BP
GO:0016071	mRNA metabolic process	32	27	25.62	0.3586	1	BP
GO:0023061	signal release	53	44	42.43	0.3611	1	BP
GO:0048729	tissue morphogenesis	79	65	63.25	0.3613	1	BP
GO:0002444	myeloid leukocyte mediated immunity	21	18	16.81	0.3697	1	BP
GO:0002446	neutrophil mediated immunity	21	18	16.81	0.3697	1	BP
GO:0002793	positive regulation of peptide secretion	21	18	16.81	0.3697	1	BP
GO:0048754	branching morphogenesis of an epithelial...	21	18	16.81	0.3697	1	BP
GO:0071453	cellular response to oxygen levels	21	18	16.81	0.3697	1	BP
GO:1901215	negative regulation of neuron death	21	18	16.81	0.3697	1	BP
GO:0030097	hemopoiesis	39	37	31.22	0.3707	1	BP
GO:0009607	response to biotic stimulus	63	52	50.44	0.3717	1	BP
GO:0009056	catabolic process	145	118	116.09	0.3747	1	BP
GO:0009888	tissue development	145	118	116.09	0.3747	1	BP
GO:0008285	negative regulation of cell population p...	42	35	33.62	0.3758	1	BP
GO:0001837	epithelial to mesenchymal transition	10	9	8.01	0.3758	1	BP
GO:0006749	glutathione metabolic process	10	9	8.01	0.3758	1	BP
GO:0006865	amino acid transport	10	9	8.01	0.3758	1	BP
GO:0036503	ERAD pathway	10	9	8.01	0.3758	1	BP
GO:0001539	cilium or flagellum-dependent cell motil...	10	9	8.01	0.3758	1	BP
GO:0099173	postsynapse organization	10	9	8.01	0.3758	1	BP
GO:0006576	cellular biogenic amine metabolic proces...	10	9	8.01	0.3758	1	BP
GO:0006661	phosphatidylinositol biosynthetic proces...	10	9	8.01	0.3758	1	BP
GO:0006643	membrane lipid metabolic process	10	9	8.01	0.3758	1	BP
GO:0070374	positive regulation of ERK1 and ERK2 cas...	10	9	8.01	0.3758	1	BP
GO:0006959	humoral immune response	10	9	8.01	0.3758	1	BP
GO:0030323	respiratory tube development	10	9	8.01	0.3758	1	BP
GO:0030324	lung development	10	9	8.01	0.3758	1	BP
GO:0106027	neuron projection organization	10	9	8.01	0.3758	1	BP
GO:0072347	response to anesthetic	10	9	8.01	0.3758	1	BP
GO:0043473	pigmentation	10	9	8.01	0.3758	1	BP
GO:0007350	blastoderm segmentation	10	9	8.01	0.3758	1	BP
GO:0070509	calcium ion import	10	9	8.01	0.3758	1	BP
GO:0043401	steroid hormone mediated signaling pathw...	10	9	8.01	0.3758	1	BP
GO:0043409	negative regulation of MAPK cascade	10	9	8.01	0.3758	1	BP
GO:0043266	regulation of potassium ion transport	10	9	8.01	0.3758	1	BP
GO:0050851	antigen receptor-mediated signaling path...	10	9	8.01	0.3758	1	BP
GO:0043588	skin development	10	9	8.01	0.3758	1	BP
GO:0045766	positive regulation of angiogenesis	10	9	8.01	0.3758	1	BP
GO:0031348	negative regulation of defense response	10	9	8.01	0.3758	1	BP
GO:0051048	negative regulation of secretion	10	9	8.01	0.3758	1	BP
GO:0045823	positive regulation of heart contraction	10	9	8.01	0.3758	1	BP
GO:1904427	positive regulation of calcium ion trans...	10	9	8.01	0.3758	1	BP
GO:0097061	dendritic spine organization	10	9	8.01	0.3758	1	BP
GO:0071242	cellular response to ammonium ion	10	9	8.01	0.3758	1	BP
GO:0045667	regulation of osteoblast differentiation	10	9	8.01	0.3758	1	BP
GO:0016052	carbohydrate catabolic process	10	9	8.01	0.3758	1	BP
GO:0051492	regulation of stress fiber assembly	10	9	8.01	0.3758	1	BP
GO:0010906	regulation of glucose metabolic process	10	9	8.01	0.3758	1	BP
GO:0060291	long-term synaptic potentiation	10	9	8.01	0.3758	1	BP
GO:0060285	cilium-dependent cell motility	10	9	8.01	0.3758	1	BP
GO:0032879	regulation of localization	150	122	120.09	0.3764	1	BP
GO:0046883	regulation of hormone secretion	26	22	20.82	0.3826	1	BP
GO:0016055	Wnt signaling pathway	26	22	20.82	0.3826	1	BP
GO:0009581	detection of external stimulus	26	22	20.82	0.3826	1	BP
GO:0034645	cellular macromolecule biosynthetic proc...	220	181	176.13	0.383	1	BP
GO:0006412	translation	41	38	32.82	0.3836	1	BP
GO:0060341	regulation of cellular localization	78	64	62.45	0.3837	1	BP
GO:0014706	striated muscle tissue development	31	26	24.82	0.3922	1	BP
GO:0001655	urogenital system development	31	26	24.82	0.3922	1	BP
GO:1901137	carbohydrate derivative biosynthetic pro...	31	26	24.82	0.3922	1	BP
GO:0043043	peptide biosynthetic process	51	46	40.83	0.3928	1	BP
GO:0065008	regulation of biological quality	223	185	178.53	0.3939	1	BP
GO:0051246	regulation of protein metabolic process	129	112	103.28	0.3965	1	BP
GO:0051338	regulation of transferase activity	62	51	49.64	0.3967	1	BP
GO:0008355	olfactory learning	15	13	12.01	0.398	1	BP
GO:0044706	multi-multicellular organism process	15	13	12.01	0.398	1	BP
GO:0030307	positive regulation of cell growth	15	13	12.01	0.398	1	BP
GO:1903524	positive regulation of blood circulation	15	13	12.01	0.398	1	BP
GO:0040014	regulation of multicellular organism gro...	15	13	12.01	0.398	1	BP
GO:0071229	cellular response to acid chemical	15	13	12.01	0.398	1	BP
GO:0060359	response to ammonium ion	15	13	12.01	0.398	1	BP
GO:0050900	leukocyte migration	15	13	12.01	0.398	1	BP
GO:0010921	regulation of phosphatase activity	15	13	12.01	0.398	1	BP
GO:0042180	cellular ketone metabolic process	15	13	12.01	0.398	1	BP
GO:0007283	spermatogenesis	36	30	28.82	0.3998	1	BP
GO:0051493	regulation of cytoskeleton organization	36	30	28.82	0.3998	1	BP
GO:0034330	cell junction organization	67	55	53.64	0.4004	1	BP
GO:0044087	regulation of cellular component biogene...	72	59	57.64	0.4036	1	BP
GO:0002009	morphogenesis of an epithelium	77	63	61.65	0.4066	1	BP
GO:0071621	granulocyte chemotaxis	4	4	3.2	0.4099	1	BP
GO:0038034	signal transduction in absence of ligand	4	4	3.2	0.4099	1	BP
GO:0097192	extrinsic apoptotic signaling pathway in...	4	4	3.2	0.4099	1	BP
GO:0098930	axonal transport	4	4	3.2	0.4099	1	BP
GO:0097120	receptor localization to synapse	4	4	3.2	0.4099	1	BP
GO:0006757	ATP generation from ADP	4	4	3.2	0.4099	1	BP
GO:0016441	post-transcriptional gene silencing	4	4	3.2	0.4099	1	BP
GO:0022410	circadian sleep/wake cycle process	4	4	3.2	0.4099	1	BP
GO:0008053	mitochondrial fusion	4	4	3.2	0.4099	1	BP
GO:0086011	membrane repolarization during action po...	4	4	3.2	0.4099	1	BP
GO:0090505	epiboly involved in wound healing	4	4	3.2	0.4099	1	BP
GO:0001569	branching involved in blood vessel morph...	4	4	3.2	0.4099	1	BP
GO:0001556	oocyte maturation	4	4	3.2	0.4099	1	BP
GO:0051703	biological process involved in intraspec...	4	4	3.2	0.4099	1	BP
GO:0051897	positive regulation of protein kinase B ...	4	4	3.2	0.4099	1	BP
GO:0014898	cardiac muscle hypertrophy in response t...	4	4	3.2	0.4099	1	BP
GO:0014887	cardiac muscle adaptation	4	4	3.2	0.4099	1	BP
GO:0014888	striated muscle adaptation	4	4	3.2	0.4099	1	BP
GO:0060581	cell fate commitment involved in pattern...	4	4	3.2	0.4099	1	BP
GO:0001662	behavioral fear response	4	4	3.2	0.4099	1	BP
GO:0033483	gas homeostasis	4	4	3.2	0.4099	1	BP
GO:0060547	negative regulation of necrotic cell dea...	4	4	3.2	0.4099	1	BP
GO:0099175	regulation of postsynapse organization	4	4	3.2	0.4099	1	BP
GO:0006582	melanin metabolic process	4	4	3.2	0.4099	1	BP
GO:1903313	positive regulation of mRNA metabolic pr...	4	4	3.2	0.4099	1	BP
GO:0051599	response to hydrostatic pressure	4	4	3.2	0.4099	1	BP
GO:1903332	regulation of protein folding	4	4	3.2	0.4099	1	BP
GO:2001258	negative regulation of cation channel ac...	4	4	3.2	0.4099	1	BP
GO:1903305	regulation of regulated secretory pathwa...	4	4	3.2	0.4099	1	BP
GO:0033194	response to hydroperoxide	4	4	3.2	0.4099	1	BP
GO:0044319	wound healing, spreading of cells	4	4	3.2	0.4099	1	BP
GO:2001238	positive regulation of extrinsic apoptot...	4	4	3.2	0.4099	1	BP
GO:0055090	acylglycerol homeostasis	4	4	3.2	0.4099	1	BP
GO:0006656	phosphatidylcholine biosynthetic process	4	4	3.2	0.4099	1	BP
GO:1903428	positive regulation of reactive oxygen s...	4	4	3.2	0.4099	1	BP
GO:0031952	regulation of protein autophosphorylatio...	4	4	3.2	0.4099	1	BP
GO:0035316	non-sensory hair organization	4	4	3.2	0.4099	1	BP
GO:0035317	imaginal disc-derived wing hair organiza...	4	4	3.2	0.4099	1	BP
GO:0061063	positive regulation of nematode larval d...	4	4	3.2	0.4099	1	BP
GO:0033280	response to vitamin D	4	4	3.2	0.4099	1	BP
GO:0038166	angiotensin-activated signaling pathway	4	4	3.2	0.4099	1	BP
GO:0097530	granulocyte migration	4	4	3.2	0.4099	1	BP
GO:0003158	endothelium development	4	4	3.2	0.4099	1	BP
GO:0140058	neuron projection arborization	4	4	3.2	0.4099	1	BP
GO:0140059	dendrite arborization	4	4	3.2	0.4099	1	BP
GO:0001963	synaptic transmission, dopaminergic	4	4	3.2	0.4099	1	BP
GO:0035194	post-transcriptional gene silencing by R...	4	4	3.2	0.4099	1	BP
GO:0001953	negative regulation of cell-matrix adhes...	4	4	3.2	0.4099	1	BP
GO:0035162	embryonic hemopoiesis	4	4	3.2	0.4099	1	BP
GO:0003299	muscle hypertrophy in response to stress	4	4	3.2	0.4099	1	BP
GO:0035172	hemocyte proliferation	4	4	3.2	0.4099	1	BP
GO:1900077	negative regulation of cellular response...	4	4	3.2	0.4099	1	BP
GO:0001938	positive regulation of endothelial cell ...	4	4	3.2	0.4099	1	BP
GO:0003281	ventricular septum development	4	4	3.2	0.4099	1	BP
GO:1903204	negative regulation of oxidative stress-...	4	4	3.2	0.4099	1	BP
GO:0000079	regulation of cyclin-dependent protein s...	4	4	3.2	0.4099	1	BP
GO:0033866	nucleoside bisphosphate biosynthetic pro...	4	4	3.2	0.4099	1	BP
GO:0070328	triglyceride homeostasis	4	4	3.2	0.4099	1	BP
GO:0086103	G protein-coupled receptor signaling pat...	4	4	3.2	0.4099	1	BP
GO:0032094	response to food	4	4	3.2	0.4099	1	BP
GO:1903715	regulation of aerobic respiration	4	4	3.2	0.4099	1	BP
GO:0008291	acetylcholine metabolic process	4	4	3.2	0.4099	1	BP
GO:0008292	acetylcholine biosynthetic process	4	4	3.2	0.4099	1	BP
GO:0070301	cellular response to hydrogen peroxide	4	4	3.2	0.4099	1	BP
GO:0006919	activation of cysteine-type endopeptidas...	4	4	3.2	0.4099	1	BP
GO:0051965	positive regulation of synapse assembly	4	4	3.2	0.4099	1	BP
GO:0006907	pinocytosis	4	4	3.2	0.4099	1	BP
GO:0035206	regulation of hemocyte proliferation	4	4	3.2	0.4099	1	BP
GO:0014911	positive regulation of smooth muscle cel...	4	4	3.2	0.4099	1	BP
GO:0046128	purine ribonucleoside metabolic process	4	4	3.2	0.4099	1	BP
GO:1902083	negative regulation of peptidyl-cysteine...	4	4	3.2	0.4099	1	BP
GO:0002093	auditory receptor cell morphogenesis	4	4	3.2	0.4099	1	BP
GO:0106056	regulation of calcineurin-mediated signa...	4	4	3.2	0.4099	1	BP
GO:0043051	regulation of pharyngeal pumping	4	4	3.2	0.4099	1	BP
GO:0018198	peptidyl-cysteine modification	4	4	3.2	0.4099	1	BP
GO:1902003	regulation of amyloid-beta formation	4	4	3.2	0.4099	1	BP
GO:1902004	positive regulation of amyloid-beta form...	4	4	3.2	0.4099	1	BP
GO:0033619	membrane protein proteolysis	4	4	3.2	0.4099	1	BP
GO:1903523	negative regulation of blood circulation	4	4	3.2	0.4099	1	BP
GO:0043029	T cell homeostasis	4	4	3.2	0.4099	1	BP
GO:0018119	peptidyl-cysteine S-nitrosylation	4	4	3.2	0.4099	1	BP
GO:0048024	regulation of mRNA splicing, via spliceo...	4	4	3.2	0.4099	1	BP
GO:1905879	regulation of oogenesis	4	4	3.2	0.4099	1	BP
GO:0008585	female gonad development	4	4	3.2	0.4099	1	BP
GO:0046856	phosphatidylinositol dephosphorylation	4	4	3.2	0.4099	1	BP
GO:0046888	negative regulation of hormone secretion	4	4	3.2	0.4099	1	BP
GO:0046843	dorsal appendage formation	4	4	3.2	0.4099	1	BP
GO:0046839	phospholipid dephosphorylation	4	4	3.2	0.4099	1	BP
GO:1900180	regulation of protein localization to nu...	4	4	3.2	0.4099	1	BP
GO:0032469	endoplasmic reticulum calcium ion homeos...	4	4	3.2	0.4099	1	BP
GO:1900117	regulation of execution phase of apoptos...	4	4	3.2	0.4099	1	BP
GO:0072132	mesenchyme morphogenesis	4	4	3.2	0.4099	1	BP
GO:1900101	regulation of endoplasmic reticulum unfo...	4	4	3.2	0.4099	1	BP
GO:0070884	regulation of calcineurin-NFAT signaling...	4	4	3.2	0.4099	1	BP
GO:0008631	intrinsic apoptotic signaling pathway in...	4	4	3.2	0.4099	1	BP
GO:1902305	regulation of sodium ion transmembrane t...	4	4	3.2	0.4099	1	BP
GO:0009065	glutamine family amino acid catabolic pr...	4	4	3.2	0.4099	1	BP
GO:0050435	amyloid-beta metabolic process	4	4	3.2	0.4099	1	BP
GO:1903998	regulation of eating behavior	4	4	3.2	0.4099	1	BP
GO:0002495	antigen processing and presentation of p...	4	4	3.2	0.4099	1	BP
GO:0046627	negative regulation of insulin receptor ...	4	4	3.2	0.4099	1	BP
GO:0070572	positive regulation of neuron projection...	4	4	3.2	0.4099	1	BP
GO:0017085	response to insecticide	4	4	3.2	0.4099	1	BP
GO:0002474	antigen processing and presentation of p...	4	4	3.2	0.4099	1	BP
GO:0017014	protein nitrosylation	4	4	3.2	0.4099	1	BP
GO:0030888	regulation of B cell proliferation	4	4	3.2	0.4099	1	BP
GO:0007379	segment specification	4	4	3.2	0.4099	1	BP
GO:0021702	cerebellar Purkinje cell differentiation	4	4	3.2	0.4099	1	BP
GO:0007338	single fertilization	4	4	3.2	0.4099	1	BP
GO:0023041	neuronal signal transduction	4	4	3.2	0.4099	1	BP
GO:0015870	acetylcholine transport	4	4	3.2	0.4099	1	BP
GO:0032225	regulation of synaptic transmission, dop...	4	4	3.2	0.4099	1	BP
GO:0032228	regulation of synaptic transmission, GAB...	4	4	3.2	0.4099	1	BP
GO:0030593	neutrophil chemotaxis	4	4	3.2	0.4099	1	BP
GO:0061512	protein localization to cilium	4	4	3.2	0.4099	1	BP
GO:0021885	forebrain cell migration	4	4	3.2	0.4099	1	BP
GO:0043171	peptide catabolic process	4	4	3.2	0.4099	1	BP
GO:1902106	negative regulation of leukocyte differe...	4	4	3.2	0.4099	1	BP
GO:2000379	positive regulation of reactive oxygen s...	4	4	3.2	0.4099	1	BP
GO:0007455	eye-antennal disc morphogenesis	4	4	3.2	0.4099	1	BP
GO:0032784	regulation of DNA-templated transcriptio...	4	4	3.2	0.4099	1	BP
GO:0035902	response to immobilization stress	4	4	3.2	0.4099	1	BP
GO:0007193	adenylate cyclase-inhibiting G protein-c...	4	4	3.2	0.4099	1	BP
GO:0021587	cerebellum morphogenesis	4	4	3.2	0.4099	1	BP
GO:0002285	lymphocyte activation involved in immune...	4	4	3.2	0.4099	1	BP
GO:0021522	spinal cord motor neuron differentiation	4	4	3.2	0.4099	1	BP
GO:0045494	photoreceptor cell maintenance	4	4	3.2	0.4099	1	BP
GO:0050764	regulation of phagocytosis	4	4	3.2	0.4099	1	BP
GO:0048168	regulation of neuronal synaptic plastici...	4	4	3.2	0.4099	1	BP
GO:0043278	response to morphine	4	4	3.2	0.4099	1	BP
GO:0021517	ventral spinal cord development	4	4	3.2	0.4099	1	BP
GO:0034030	ribonucleoside bisphosphate biosynthetic...	4	4	3.2	0.4099	1	BP
GO:0034033	purine nucleoside bisphosphate biosynthe...	4	4	3.2	0.4099	1	BP
GO:0002218	activation of innate immune response	4	4	3.2	0.4099	1	BP
GO:0050771	negative regulation of axonogenesis	4	4	3.2	0.4099	1	BP
GO:1905954	positive regulation of lipid localizatio...	4	4	3.2	0.4099	1	BP
GO:0040026	positive regulation of vulval developmen...	4	4	3.2	0.4099	1	BP
GO:0045429	positive regulation of nitric oxide bios...	4	4	3.2	0.4099	1	BP
GO:0002209	behavioral defense response	4	4	3.2	0.4099	1	BP
GO:0021692	cerebellar Purkinje cell layer morphogen...	4	4	3.2	0.4099	1	BP
GO:0021694	cerebellar Purkinje cell layer formation	4	4	3.2	0.4099	1	BP
GO:0021696	cerebellar cortex morphogenesis	4	4	3.2	0.4099	1	BP
GO:0021697	cerebellar cortex formation	4	4	3.2	0.4099	1	BP
GO:0045446	endothelial cell differentiation	4	4	3.2	0.4099	1	BP
GO:0040001	establishment of mitotic spindle localiz...	4	4	3.2	0.4099	1	BP
GO:1905906	regulation of amyloid fibril formation	4	4	3.2	0.4099	1	BP
GO:1904063	negative regulation of cation transmembr...	4	4	3.2	0.4099	1	BP
GO:2000169	regulation of peptidyl-cysteine S-nitros...	4	4	3.2	0.4099	1	BP
GO:0031056	regulation of histone modification	4	4	3.2	0.4099	1	BP
GO:1904029	regulation of cyclin-dependent protein k...	4	4	3.2	0.4099	1	BP
GO:0007223	Wnt signaling pathway, calcium modulatin...	4	4	3.2	0.4099	1	BP
GO:1900620	acetate ester biosynthetic process	4	4	3.2	0.4099	1	BP
GO:0045187	regulation of circadian sleep/wake cycle...	4	4	3.2	0.4099	1	BP
GO:1900619	acetate ester metabolic process	4	4	3.2	0.4099	1	BP
GO:0050849	negative regulation of calcium-mediated ...	4	4	3.2	0.4099	1	BP
GO:0010771	negative regulation of cell morphogenesi...	4	4	3.2	0.4099	1	BP
GO:2000108	positive regulation of leukocyte apoptot...	4	4	3.2	0.4099	1	BP
GO:0007200	phospholipase C-activating G protein-cou...	4	4	3.2	0.4099	1	BP
GO:0050802	circadian sleep/wake cycle, sleep	4	4	3.2	0.4099	1	BP
GO:1990000	amyloid fibril formation	4	4	3.2	0.4099	1	BP
