gene	degree_all	degree_in	degree_out	clustering_coefficient	degree_centrality_all	degree_centrality_in	degree_centrality_out	betweenness_centrality	closeness_centrality	eigenvector_centrality	page_rank	assortative_coefficient	average_path_length	community_random_walk	module	connectivity	participation	role	cell_type
Nvec_vc1.1_XM_032364887.2	461	3	458	0.00190026488540827	0.386420787929589	0.00251466890192791	0.383906119027661	5109.5	0.00244439012466391	1	0.000838928038463409	-0.254662342054629	0.52124246395806	11	7	17.4355957741628	0.537852062317652	Connector Hub	cnidocyte
Nvec_vc1.1_XM_048730283.1	46	5	41	0.0367149758454106	0.038558256496228	0.00419111483654652	0.0343671416596815	423.166666666667	0.00122553525252154	0.0798092200377432	0.000865716494758938	-0.254662342054629	0.52124246395806	2	4	2.25166956953161	0.667296786389414	Connector	cnidocyte
Nvec_v1g241767	97	1	96	0.0142543859649123	0.0813076278290025	0.000838222967309304	0.0804694048616932	362	0.00231765823811621	0.150542608486188	0.000831592327956049	-0.254662342054629	0.52124246395806	8	0	8.10266748783691	0.573350694444444	Connector Hub	cnidocyte
Nvec_vc1.1_XM_032366790.2	58	0	58	0.00604960677555959	0.0486169321039397	0	0.0486169321039397	0	0.00104470283427879	0.0315098727646471	0.000829047056220599	-0.254662342054629	0.52124246395806	4	6	6.99999999999999	0.280023781212842	Connector Hub	cnidocyte
Nvec_vc1.1_XM_001631763.3	73	8	65	0.0338660578386606	0.0611902766135792	0.00670578373847443	0.0544844928751048	5152.33333333333	0.00163800163800164	0.0952772656112229	0.000934889085121947	-0.254662342054629	0.52124246395806	6	0	6.03281965332823	0.576468380559204	Connector Hub	cnidocyte
Nvec_vc1.1_XM_032372114.2	102	1	101	0.0071830712483013	0.085498742665549	0.000838222967309304	0.0846605196982397	712.5	0.00143168021990608	0.095089374603945	0.000830698043292242	-0.254662342054629	0.52124246395806	7	1	9.53939201416944	0.199923106497501	Connector Hub	cnidocyte
Nvec_v1g19278	224	3	221	0.00763543812871167	0.187761944677284	0.00251466890192791	0.185247275775356	5973.33333333333	0.00218331077245535	0.225210372801135	0.000845700145405209	-0.254662342054629	0.52124246395806	1	3	10.2588891472881	0.580466126405115	Connector Hub	cnidocyte
Nvec_vc1.1_XM_048721414.1	125	3	122	0.0124573826383425	0.104777870913663	0.00251466890192791	0.102263202011735	1930.83333333333	0.00207232411149105	0.125161731041697	0.000843368361054213	-0.254662342054629	0.52124246395806	1	3	7.11353762347529	0.365114464099896	Connector Hub	cnidocyte
Nvec_vc1.1_XM_032363992.2	366	6	360	0.00400804704425874	0.306789606035205	0.00502933780385583	0.30176026823135	8043.83333333333	0.00259963085241895	0.51945079056336	0.000855725329534469	-0.254662342054629	0.52124246395806	12	8	15.329709716756	0.553126510692826	Connector Hub	cnidocyte
Nvec_vc1.1_XM_001641129.3	86	5	81	0.0229489386115892	0.0720871751886002	0.00419111483654652	0.0678960603520537	1601.33333333333	0.00207107944660758	0.0864384300143498	0.000854971180810116	-0.254662342054629	0.52124246395806	9	5	8.29755049578045	0.464852607709751	Connector Hub	cnidocyte
Nvec_vc1.1_XM_032374029.2	148	3	145	0.00440613026819923	0.124056999161777	0.00251466890192791	0.121542330259849	1113.5	0.00172048930715896	0.0946600434864897	0.000848756155500951	-0.254662342054629	0.52124246395806	10	4	10.8393520492523	0.48301745167949	Connector Hub	cnidocyte
Nvec_vc1.1_XM_001637272.3	29	2	27	0.0246305418719212	0.0243084660519698	0.00167644593461861	0.0226320201173512	194.5	0.28169014084507	0.0121769247534163	0.0008410157283597	-0.254662342054629	0.52124246395806	3	0	2.99704282938216	0.302021403091558	Connector Hub	cnidocyte
Nvec_vc1.1_XM_032364331.2	48	4	44	0.023936170212766	0.0402347024308466	0.00335289186923722	0.0368818105616094	316.5	0.00110632930998241	0.0553669066017551	0.000853856612130756	-0.254662342054629	0.52124246395806	5	2	6.24499799839839	0.328125	Connector Hub	cnidocyte
Nvec_vc1.1_XM_001631093.3	21	0	21	0.019047619047619	0.0176026823134954	0	0.0176026823134954	0	0.00136113682147329	0.0167069856265088	0.000829047056220599	-0.254662342054629	0.52124246395806	2	5	2.14025635199491	0.331065759637188	Peripheral	cnidocyte
Nvec_vc1.1_XM_032386164.2	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0557902419888226	0.000831385954572094	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_v1g204213	4	4	0	0.833333333333333	0.00335289186923722	0.00335289186923722	0	0		0.133196808890381	0.000848992482826259	-0.254662342054629	0.52124246395806	11	3	-0.0758372880967521	0.625	Connector	cnidocyte
Nvec_vc1.1_XM_032378781.2	2	2	0	1	0.00167644593461861	0.00167644593461861	0	0		0.081638944544352	0.000833371909776194	-0.254662342054629	0.52124246395806	11	8	-0.0652328073053438	0.5	Peripheral	cnidocyte
Nvec_vc1.1_XM_032369599.2	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0262542315241518	0.000830147714268361	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_048729806.1	2	2	0	1	0.00167644593461861	0.00167644593461861	0	0		0.0469024030899749	0.000833095575620331	-0.254662342054629	0.52124246395806	11	8	-0.0652328073053438	0.5	Peripheral	cnidocyte
Nvec_vc1.1_XM_048729298.1	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0196906736431139	0.000829872549756421	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_048727895.1	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0623537998698605	0.000831661119084034	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_048731297.1	3	3	0	0.333333333333333	0.00251466890192791	0.00251466890192791	0	0		0.086875918846899	0.000852268302020991	-0.254662342054629	0.52124246395806	4	6	-0.142857142857143	0.666666666666667	Connector	cnidocyte
Nvec_vc1.1_XM_032363837.2	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0180497841728544	0.000829803758628436	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_001638898.3	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0213315631133733	0.000829941340884406	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_001640113.3	3	3	0	0.333333333333333	0.00251466890192791	0.00251466890192791	0	0		0.0343746683089611	0.000845790099425741	-0.254662342054629	0.52124246395806	4	6	-0.142857142857143	0.666666666666667	Connector	cnidocyte
Nvec_vc1.1_XM_001640109.3	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0328177894051898	0.000830422878780302	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_048725780.1	3	3	0	0.666666666666667	0.00251466890192791	0.00251466890192791	0	0		0.060382834649452	0.000837825170598616	-0.254662342054629	0.52124246395806	11	1	-0.104828483672193	0.666666666666667	Connector	cnidocyte
Nvec_vc1.1_XM_048725811.1	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0311768999349303	0.000830354087652317	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_048730750.1	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0459449051672657	0.000830973207804183	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_032365380.2	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0426631262267467	0.000830835625548213	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_001626039.3	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0229724525836328	0.000830010132012391	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_001637352.3	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0262542315241518	0.000830147714268361	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_001637420.3	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0295360104646708	0.000830285296524331	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_001637345.3	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0246133420538923	0.000830078923140376	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_NVE10774	2	2	0	0	0.00167644593461861	0.00167644593461861	0	0		0.0570565836879603	0.000853394064442166	-0.254662342054629	0.52124246395806	5	2	-0.160128153805087	0.5	Peripheral	cnidocyte
Nvec_vc1.1_XM_048729540.1	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0246133420538923	0.000830078923140376	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_v1g191494	3	3	0	0.666666666666667	0.00251466890192791	0.00251466890192791	0	0		0.112101500857143	0.000842283825405582	-0.254662342054629	0.52124246395806	11	1	-0.104828483672193	0.666666666666667	Connector	cnidocyte
Nvec_vc1.1_XM_032384011.2	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0213315631133733	0.000829941340884406	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_001634534.3	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0213315631133733	0.000829941340884406	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_032383968.2	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0213315631133733	0.000829941340884406	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_048728351.1	3	3	0	0.333333333333333	0.00251466890192791	0.00251466890192791	0	0		0.0775091634928786	0.000840232904505661	-0.254662342054629	0.52124246395806	10	4	-0.109943112391587	0.666666666666667	Connector	cnidocyte
Nvec_vc1.1_XM_001632635.3	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0278951209944113	0.000830216505396346	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_048725566.1	4	4	0	0.666666666666667	0.00335289186923722	0.00335289186923722	0	0		0.0936361268220914	0.000847325638457149	-0.254662342054629	0.52124246395806	11	1	-0.104828483672193	0.75	Connector	cnidocyte
Nvec_vc1.1_XM_032372185.2	2	2	0	1	0.00167644593461861	0.00167644593461861	0	0		0.052294433664223	0.000832558143035691	-0.254662342054629	0.52124246395806	11	8	-0.0652328073053438	0.5	Peripheral	cnidocyte
Nvec_vc1.1_XM_032372182.2	2	2	0	1	0.00167644593461861	0.00167644593461861	0	0		0.0522944336642231	0.000832558143035691	-0.254662342054629	0.52124246395806	11	8	-0.0652328073053438	0.5	Peripheral	cnidocyte
Nvec_NVE9886	4	4	0	0.5	0.00335289186923722	0.00335289186923722	0	0		0.0472851996619459	0.000842909114483892	-0.254662342054629	0.52124246395806	1	3	-0.0758372880967521	0.625	Connector	cnidocyte
Nvec_vc1.1_XM_032362875.2	2	2	0	0	0.00167644593461861	0.00167644593461861	0	0		0.0512459307997313	0.000834636637999358	-0.254662342054629	0.52124246395806	11	4	-0.109943112391587	0.5	Peripheral	cnidocyte
Nvec_vc1.1_XM_032362947.2	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.105016926096607	0.000833449688411648	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_032362942.2	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0246133420538923	0.000830078923140376	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_001638220.3	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0262542315241518	0.000830147714268361	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_001629620.3	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0229724525836328	0.000830010132012391	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_032377971.2	3	3	0	0.666666666666667	0.00251466890192791	0.00251466890192791	0	0		0.0338135529975939	0.000840549834864122	-0.254662342054629	0.52124246395806	1	3	-0.0758372880967521	0.444444444444444	Peripheral	cnidocyte
Nvec_vc1.1_XM_032362919.2	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0246133420538923	0.000830078923140376	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_001635623.3	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0344586788754493	0.000830491669908287	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_048724240.1	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0262542315241518	0.000830147714268361	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_032385246.1	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0278951209944113	0.000830216505396346	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_032385220.2	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.06399468934012	0.000831729910212019	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_032384371.2	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0328177894051898	0.000830422878780302	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_001629416.3	3	3	0	0	0.00251466890192791	0.00251466890192791	0	0		0.0294870693562841	0.000853464497597375	-0.254662342054629	0.52124246395806	5	2	-0.160128153805087	0.666666666666667	Connector	cnidocyte
Nvec_vc1.1_XM_032377753.2	4	4	0	0.333333333333333	0.00335289186923722	0.00335289186923722	0	0		0.052389052153573	0.000860395702245432	-0.254662342054629	0.52124246395806	5	2	-0.160128153805087	0.75	Connector	cnidocyte
Nvec_vc1.1_XM_001637789.3	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0360995683457087	0.000830560461036272	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_048724225.1	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0278951209944113	0.000830216505396346	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_048723915.1	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0229724525836328	0.000830010132012391	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_032386626.2	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0508675735780441	0.000831179581188138	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_032366530.2	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0213315631133733	0.000829941340884406	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_001640975.3	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0344586788754492	0.000830491669908287	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_048723945.1	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0623537998698605	0.000831661119084034	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_048723781.1	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0278951209944113	0.000830216505396346	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_001640945.3	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0196906736431139	0.000829872549756421	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_001641062.3	2	2	0	1	0.00167644593461861	0.00167644593461861	0	0		0.0391673179021471	0.00083200781401181	-0.254662342054629	0.52124246395806	11	8	-0.0652328073053438	0.5	Peripheral	cnidocyte
Nvec_vc1.1_XM_032366283.2	3	3	0	0.333333333333333	0.00251466890192791	0.00251466890192791	0	0		0.0309708209084108	0.000844397951409896	-0.254662342054629	0.52124246395806	10	4	-0.109943112391587	0.666666666666667	Connector	cnidocyte
Nvec_vc1.1_XM_032366423.2	2	2	0	1	0.00167644593461861	0.00167644593461861	0	0		0.0272442883825349	0.00083317210548483	-0.254662342054629	0.52124246395806	11	3	-0.150726610092294	0.5	Peripheral	cnidocyte
Nvec_vc1.1_XM_032366493.2	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0262542315241518	0.000830147714268361	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_032366500.2	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0787626945724554	0.000832349030363885	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_032383661.2	2	2	0	1	0.00167644593461861	0.00167644593461861	0	0		0.100401195276297	0.000844430800237805	-0.254662342054629	0.52124246395806	7	1	-0.104828483672193	0.5	Peripheral	cnidocyte
Nvec_vc1.1_XM_032383621.2	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0328177894051898	0.000830422878780302	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_048721229.1	2	2	0	1	0.00167644593461861	0.00167644593461861	0	0		0.044454922133953	0.000841599507648655	-0.254662342054629	0.52124246395806	7	1	-0.104828483672193	0.5	Peripheral	cnidocyte
Nvec_vc1.1_XM_032366908.2	3	3	0	0.666666666666667	0.00251466890192791	0.00251466890192791	0	0		0.0424237092002608	0.000837401116195758	-0.254662342054629	0.52124246395806	1	3	-0.0758372880967521	0.444444444444444	Peripheral	cnidocyte
Nvec_vc1.1_XM_048724061.1	2	2	0	1	0.00167644593461861	0.00167644593461861	0	0		0.116289123004343	0.000835240997027111	-0.254662342054629	0.52124246395806	11	8	-0.0652328073053438	0.5	Peripheral	cnidocyte
Nvec_vc1.1_XM_001641583.3	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0262542315241518	0.000830147714268361	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_001641461.3	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0377404578159683	0.000830629252164257	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_001636754.3	2	2	0	0	0.00167644593461861	0.00167644593461861	0	0		0.046998897980096	0.000841333256985928	-0.254662342054629	0.52124246395806	9	5	-0.150829841041569	0.5	Peripheral	cnidocyte
Nvec_vc1.1_XM_048723931.1	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0508675735780441	0.000831179581188138	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_048723552.1	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0360995683457088	0.000830560461036272	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_032385582.2	2	2	0	0	0.00167644593461861	0.00167644593461861	0	0		0.0202594200458298	0.000838032118151855	-0.254662342054629	0.52124246395806	4	6	-0.142857142857143	0.5	Peripheral	cnidocyte
Nvec_vc1.1_XM_032385528.2	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0377404578159682	0.000830629252164257	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_v1g241404	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0196906736431139	0.000829872549756421	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_001635834.3	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0393813472862277	0.000830698043292242	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_032377582.2	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0344586788754493	0.000830491669908287	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_032377587.2	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0557902419888226	0.000831385954572094	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_001629582.3	3	3	0	0.666666666666667	0.00251466890192791	0.00251466890192791	0	0		0.0425900010251443	0.000840473932535014	-0.254662342054629	0.52124246395806	1	3	-0.0758372880967521	0.444444444444444	Peripheral	cnidocyte
Nvec_vc1.1_XM_048723656.1	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0344586788754493	0.000830491669908287	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_001629576.3	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0426631262267467	0.000830835625548213	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_032372633.2	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0196906736431139	0.000829872549756421	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_048724314.1	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0229724525836328	0.000830010132012391	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_001623121.3	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0426631262267467	0.000830835625548213	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_032386956.2	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0213315631133734	0.000829941340884406	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_032387042.2	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0557902419888226	0.000831385954572094	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_032386959.2	2	2	0	1	0.00167644593461861	0.00167644593461861	0	0		0.120487096472263	0.000835625211628689	-0.254662342054629	0.52124246395806	11	8	-0.0652328073053438	0.5	Peripheral	cnidocyte
Nvec_vc1.1_XM_032372675.2	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0278951209944113	0.000830216505396346	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_NVE21502	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0262542315241518	0.000830147714268361	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_001624233.3	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0229724525836328	0.000830010132012391	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_NVE23841	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0344586788754493	0.000830491669908287	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_v1g207342	2	2	0	1	0.00167644593461861	0.00167644593461861	0	0		0.0208583449362355	0.00083866685490624	-0.254662342054629	0.52124246395806	7	1	-0.104828483672193	0.5	Peripheral	cnidocyte
Nvec_vc1.1_XM_048724949.1	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0180497841728544	0.000829803758628436	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_001624041.3	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0229724525836328	0.000830010132012391	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_048725612.1	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0246133420538923	0.000830078923140376	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_001627151.3	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0360995683457087	0.000830560461036272	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_032372343.2	3	3	0	0.666666666666667	0.00251466890192791	0.00251466890192791	0	0		0.087386523010481	0.000841677196490457	-0.254662342054629	0.52124246395806	11	3	-0.0758372880967521	0.444444444444444	Peripheral	cnidocyte
Nvec_vc1.1_XM_001633850.3	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0541493525185631	0.000831317163444109	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_048724994.1	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0541493525185631	0.000831317163444109	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_048725637.1	1	1	0	0	0.000838222967309304	0.000838222967309304	0	0		0.0607129103996011	0.000831592327956049	-0.254662342054629	0.52124246395806	11	7	-0.05735393346764	0	Ultra peripheral	cnidocyte
Nvec_vc1.1_XM_001632402.3	4	4	0	0.5	0.00335289186923722	0.00335289186923722	0	0		0.0996408195266902	0.000852469296804332	-0.254662342054629	0.52124246395806	11	2	-0.160128153805087	0.75	Connector	cnidocyte
Nvec_vc1.1_XM_001622537.3	3	3	0	1	0.00251466890192791	0.00251466890192791	0	0		0.081664074309545	0.000843648384492954	-0.254662342054629	0.52124246395806	11	1	-0.104828483672193	0.666666666666667	Connector	cnidocyte
Nvec_vc1.1_XM_032364970.2	3	3	0	0.333333333333333	0.00251466890192791	0.00251466890192791	0	0		0.0254497366251995	0.0008436676332415	-0.254662342054629	0.52124246395806	7	1	-0.104828483672193	0.666666666666667	Connector	cnidocyte
Nvec_vc1.1_XM_048725168.1	2	2	0	1	0.00167644593461861	0.00167644593461861	0	0		0.0223432032529738	0.000838243251796569	-0.254662342054629	0.52124246395806	7	1	-0.104828483672193	0.5	Peripheral	cnidocyte
