cell_type,gene,module
EMS,Nvec_vc1.1_XM_032374719.2,EMS_module_7
EMS,Nvec_vc1.1_XM_032370349.2,EMS_module_7
EMS,Nvec_vc1.1_XM_032377472.2,EMS_module_7
EMS,Nvec_vc1.1_XM_048731564.1,EMS_module_7
EMS,Nvec_vc1.1_XM_032384646.2,EMS_module_7
EMS,Nvec_vc1.1_XM_032384685.2,EMS_module_7
EMS,Nvec_vc1.1_XM_001628725.3,EMS_module_7
EMS,Nvec_NVE9992,EMS_module_7
EMS,Nvec_vc1.1_XM_001647471.3,EMS_module_7
EMS,Nvec_vc1.1_XM_032366419.2,EMS_module_7
EMS,Nvec_vc1.1_XM_001633156.3,EMS_module_7
EMS,Nvec_vc1.1_XM_032381020.2,EMS_module_7
EMS,Nvec_vc1.1_XM_032386927.2,EMS_module_7
EMS,Nvec_vc1.1_XM_032363357.2,EMS_module_7
EMS,Nvec_vc1.1_XM_001632837.3,EMS_module_7
EMS,Nvec_vc1.1_XM_048730352.1,EMS_module_7
EMS,Nvec_vc1.1_XM_032366967.2,EMS_module_7
EMS,Nvec_vc1.1_XM_032371965.2,EMS_module_7
EMS,Nvec_vc1.1_XM_032374172.2,EMS_module_7
EMS,Nvec_vc1.1_XM_048726776.1,EMS_module_7
EMS,Nvec_vc1.1_XM_032378450.2,EMS_module_7
EMS,Nvec_v1g239120,EMS_module_7
EMS,Nvec_vc1.1_XM_032378229.2,EMS_module_7
EMS,Nvec_vc1.1_XM_048725588.1,EMS_module_3
EMS,Nvec_NVE15402,EMS_module_3
EMS,Nvec_vc1.1_XM_048726572.1,EMS_module_3
EMS,Nvec_vc1.1_XM_032385246.1,EMS_module_3
EMS,Nvec_vc1.1_XM_032364025.2,EMS_module_3
EMS,Nvec_vc1.1_XM_032377532.2,EMS_module_3
EMS,Nvec_vc1.1_XM_032379260.2,EMS_module_3
EMS,Nvec_vc1.1_XM_001627409.3,EMS_module_3
EMS,Nvec_vc1.1_XM_032375701.2,EMS_module_3
EMS,Nvec_vc1.1_XM_032372033.2,EMS_module_3
EMS,Nvec_NVE6437,EMS_module_3
EMS,Nvec_vc1.1_XM_001636770.3,EMS_module_3
EMS,Nvec_vc1.1_XM_048721652.1,EMS_module_3
EMS,Nvec_vc1.1_XM_032376059.2,EMS_module_3
EMS,Nvec_vc1.1_XM_048719913.1,EMS_module_3
EMS,Nvec_vc1.1_XM_032364682.2,EMS_module_3
EMS,Nvec_vc1.1_XM_001629827.3,EMS_module_3
EMS,Nvec_vc1.1_XM_048732421.1,EMS_module_3
EMS,Nvec_vc1.1_XM_032379646.2,EMS_module_3
EMS,Nvec_vc1.1_XM_001622410.3,EMS_module_3
EMS,Nvec_vc1.1_XM_048722879.1,EMS_module_3
EMS,Nvec_vc1.1_XM_048722690.1,EMS_module_3
EMS,Nvec_NVE24513,EMS_module_3
EMS,Nvec_vc1.1_XM_001632617.3,EMS_module_3
EMS,Nvec_vc1.1_XM_032378137.2,EMS_module_3
EMS,Nvec_vc1.1_XM_032361919.2,EMS_module_3
EMS,Nvec_vc1.1_XM_032364561.2,EMS_module_3
EMS,Nvec_vc1.1_XM_001634956.3,EMS_module_3
EMS,Nvec_vc1.1_XM_001629037.3,EMS_module_3
EMS,Nvec_vc1.1_XM_032377206.2,EMS_module_3
EMS,Nvec_vc1.1_XM_032362886.2,EMS_module_2
EMS,Nvec_vc1.1_XM_032367272.2,EMS_module_2
EMS,Nvec_vc1.1_XM_032375635.2,EMS_module_2
EMS,Nvec_vc1.1_XM_001641616.3,EMS_module_2
EMS,Nvec_vc1.1_XM_032380356.2,EMS_module_2
EMS,Nvec_vc1.1_XM_001633510.3,EMS_module_2
EMS,Nvec_vc1.1_XM_048734383.1,EMS_module_2
EMS,Nvec_vc1.1_XM_032364189.2,EMS_module_2
EMS,Nvec_vc1.1_XM_001629925.3,EMS_module_2
EMS,Nvec_vc1.1_XM_048723575.1,EMS_module_2
EMS,Nvec_vc1.1_XM_001633887.3,EMS_module_2
EMS,Nvec_vc1.1_XM_048732345.1,EMS_module_2
EMS,Nvec_vc1.1_XM_048724015.1,EMS_module_2
EMS,Nvec_vc1.1_XM_048722463.1,EMS_module_2
EMS,Nvec_vc1.1_XM_001623084.3,EMS_module_2
EMS,Nvec_vc1.1_XM_001630241.3,EMS_module_2
EMS,Nvec_NVE7353,EMS_module_2
EMS,Nvec_vc1.1_XM_032367065.2,EMS_module_2
EMS,Nvec_vc1.1_XM_001635793.3,EMS_module_2
EMS,Nvec_vc1.1_XM_001638455.3,EMS_module_2
EMS,Nvec_vc1.1_XM_032377563.1,EMS_module_2
EMS,Nvec_vc1.1_XM_032362159.2,EMS_module_2
EMS,Nvec_vc1.1_XM_001629606.3,EMS_module_2
EMS,Nvec_vc1.1_XM_001635358.3,EMS_module_2
EMS,Nvec_vc1.1_XM_048726400.1,EMS_module_2
EMS,Nvec_vc1.1_XM_001641820.3,EMS_module_2
EMS,Nvec_vc1.1_XM_001635435.3,EMS_module_2
EMS,Nvec_vc1.1_XM_032379014.2,EMS_module_2
EMS,Nvec_vc1.1_XM_032362979.2,EMS_module_2
EMS,Nvec_vc1.1_XM_032383693.2,EMS_module_2
EMS,Nvec_vc1.1_XM_032364690.2,EMS_module_2
EMS,Nvec_vc1.1_XM_048730141.1,EMS_module_2
EMS,Nvec_vc1.1_XM_001630533.3,EMS_module_5
EMS,Nvec_vc1.1_XM_032368922.2,EMS_module_5
EMS,Nvec_vc1.1_XM_048726696.1,EMS_module_5
EMS,Nvec_vc1.1_XM_001624387.3,EMS_module_5
EMS,Nvec_vc1.1_XM_032378048.2,EMS_module_5
EMS,Nvec_vc1.1_XM_001640616.3,EMS_module_5
EMS,Nvec_vc1.1_XM_048731204.1,EMS_module_5
EMS,Nvec_vc1.1_XM_048730083.1,EMS_module_5
EMS,Nvec_vc1.1_XM_001641165.3,EMS_module_5
EMS,Nvec_vc1.1_XM_048719744.1,EMS_module_5
EMS,Nvec_vc1.1_XM_032373618.2,EMS_module_5
EMS,Nvec_vc1.1_XM_048722771.1,EMS_module_5
EMS,Nvec_vc1.1_XM_032387186.2,EMS_module_5
EMS,Nvec_vc1.1_XM_048731952.1,EMS_module_5
EMS,Nvec_vc1.1_XM_032372068.2,EMS_module_5
EMS,Nvec_vc1.1_XM_001636847.3,EMS_module_5
EMS,Nvec_vc1.1_XM_032366225.2,EMS_module_5
EMS,Nvec_vc1.1_XM_032384818.2,EMS_module_5
EMS_ecto_boundary,Nvec_vc1.1_XM_032366419.2,EMS_ecto_boundary_module_4
EMS_ecto_boundary,Nvec_vc1.1_XM_032374719.2,EMS_ecto_boundary_module_4
EMS_ecto_boundary,Nvec_vc1.1_XM_032370349.2,EMS_ecto_boundary_module_4
EMS_ecto_boundary,Nvec_vc1.1_XM_048722276.1,EMS_ecto_boundary_module_4
EMS_ecto_boundary,Nvec_v1g244904,EMS_ecto_boundary_module_4
EMS_ecto_boundary,Nvec_vc1.1_XM_001623946.3,EMS_ecto_boundary_module_4
EMS_ecto_boundary,Nvec_vc1.1_XM_032367731.2,EMS_ecto_boundary_module_4
EMS_ecto_boundary,Nvec_vc1.1_XM_032384698.2,EMS_ecto_boundary_module_5
EMS_ecto_boundary,Nvec_vc1.1_XM_032374172.2,EMS_ecto_boundary_module_5
EMS_ecto_boundary,Nvec_vc1.1_XM_048726776.1,EMS_ecto_boundary_module_5
EMS_ecto_boundary,Nvec_vc1.1_XM_001633796.3,EMS_ecto_boundary_module_5
EMS_ecto_boundary,Nvec_vc1.1_XM_032371965.2,EMS_ecto_boundary_module_5
EMS_ecto_boundary,Nvec_vc1.1_XM_001620722.3,EMS_ecto_boundary_module_5
EMS_ecto_boundary,Nvec_vc1.1_XM_001647471.3,EMS_ecto_boundary_module_5
EMS_ecto_boundary,Nvec_vc1.1_XM_032378450.2,EMS_ecto_boundary_module_5
EMS_ecto_boundary,Nvec_v1g239120,EMS_ecto_boundary_module_5
EMS_ecto_boundary,Nvec_vc1.1_XM_048721289.1,EMS_ecto_boundary_module_5
EMS_ecto_boundary,Nvec_vc1.1_XM_048723235.1,EMS_ecto_boundary_module_5
EMS_ecto_boundary,Nvec_vc1.1_XM_048726572.1,EMS_ecto_boundary_module_5
EMS_ecto_boundary,Nvec_vc1.1_XM_032385246.1,EMS_ecto_boundary_module_5
EMS_ecto_boundary,Nvec_vc1.1_XM_048726696.1,EMS_ecto_boundary_module_5
EMS_ecto_boundary,Nvec_vc1.1_XM_001628725.3,EMS_ecto_boundary_module_5
EMS_ecto_boundary,Nvec_vc1.1_XM_032366967.2,EMS_ecto_boundary_module_5
EMS_ecto_boundary,Nvec_vc1.1_XM_032387186.2,EMS_ecto_boundary_module_5
EMS_ecto_boundary,Nvec_vc1.1_XM_001631699.3,EMS_ecto_boundary_module_5
EMS_ecto_boundary,Nvec_vc1.1_XM_001630533.3,EMS_ecto_boundary_module_5
EMS_ecto_boundary,Nvec_vc1.1_XM_048719744.1,EMS_ecto_boundary_module_5
EMS_ecto_boundary,Nvec_vc1.1_XM_001624387.3,EMS_ecto_boundary_module_5
EMS_ecto_boundary,Nvec_vc1.1_XM_032368922.2,EMS_ecto_boundary_module_5
EMS_ecto_boundary,Nvec_vc1.1_XM_032380975.2,EMS_ecto_boundary_module_5
EMS_ecto_boundary,Nvec_vc1.1_XM_001641165.3,EMS_ecto_boundary_module_5
EMS_ecto_boundary,Nvec_vc1.1_XM_032376608.2,EMS_ecto_boundary_module_5
EMS_ecto_boundary,Nvec_vc1.1_XM_032373618.2,EMS_ecto_boundary_module_5
EMS_ecto_boundary,Nvec_vc1.1_XM_048722000.1,EMS_ecto_boundary_module_5
EMS_ecto_boundary,Nvec_vc1.1_XM_032372068.2,EMS_ecto_boundary_module_5
EMS_ecto_boundary,Nvec_vc1.1_XM_001624702.3,EMS_ecto_boundary_module_5
EMS_ecto_boundary,Nvec_vc1.1_XM_032384818.2,EMS_ecto_boundary_module_5
EMS_ecto_boundary,Nvec_vc1.1_XM_032382427.2,EMS_ecto_boundary_module_5
EMS_ecto_boundary,Nvec_vc1.1_XM_032366225.2,EMS_ecto_boundary_module_5
EMS_ecto_boundary,Nvec_vc1.1_XM_001636847.3,EMS_ecto_boundary_module_5
EMS_ecto_boundary,Nvec_vc1.1_XM_001640616.3,EMS_ecto_boundary_module_5
EMS_ecto_boundary,Nvec_vc1.1_XM_032381020.2,EMS_ecto_boundary_module_5
EMS_ecto_boundary,Nvec_vc1.1_XM_001632837.3,EMS_ecto_boundary_module_5
EMS_ecto_boundary,Nvec_vc1.1_XM_001633156.3,EMS_ecto_boundary_module_5
EMS_ecto_boundary,Nvec_vc1.1_XM_032384646.2,EMS_ecto_boundary_module_5
EMS_ecto_boundary,Nvec_vc1.1_XM_032377472.2,EMS_ecto_boundary_module_5
EMS_ecto_boundary,Nvec_vc1.1_XM_001630068.3,EMS_ecto_boundary_module_5
EMS_ecto_boundary,Nvec_vc1.1_XM_048724713.1,EMS_ecto_boundary_module_5
EMS_ecto_boundary,Nvec_vc1.1_XM_048730352.1,EMS_ecto_boundary_module_5
EMS_ecto_boundary,Nvec_vc1.1_XM_048722771.1,EMS_ecto_boundary_module_5
EMS_ecto_boundary,Nvec_vc1.1_XM_032379116.2,EMS_ecto_boundary_module_5
EMS_ecto_boundary,Nvec_vc1.1_XM_032363357.2,EMS_ecto_boundary_module_5
EMS_ecto_boundary,Nvec_vc1.1_XM_048731564.1,EMS_ecto_boundary_module_5
EMS_ecto_boundary,Nvec_vc1.1_XM_032386927.2,EMS_ecto_boundary_module_5
EMS_ecto_boundary,Nvec_vc1.1_XM_048731952.1,EMS_ecto_boundary_module_5
EMS_ecto_boundary,Nvec_vc1.1_XM_032378048.2,EMS_ecto_boundary_module_5
EMS_ecto_boundary,Nvec_vc1.1_XM_048730083.1,EMS_ecto_boundary_module_5
EMS_ecto_boundary,Nvec_vc1.1_XM_032378229.2,EMS_ecto_boundary_module_3
EMS_ecto_boundary,Nvec_vc1.1_XM_032379646.2,EMS_ecto_boundary_module_3
EMS_ecto_boundary,Nvec_vc1.1_XM_032384685.2,EMS_ecto_boundary_module_3
EMS_ecto_boundary,Nvec_vc1.1_XM_048731958.1,EMS_ecto_boundary_module_3
EMS_ecto_boundary,Nvec_vc1.1_XM_032379260.2,EMS_ecto_boundary_module_3
EMS_ecto_boundary,Nvec_vc1.1_XM_032380141.2,EMS_ecto_boundary_module_3
EMS_ecto_boundary,Nvec_vc1.1_XM_032383755.2,EMS_ecto_boundary_module_3
EMS_ecto_boundary,Nvec_vc1.1_XM_048728216.1,EMS_ecto_boundary_module_3
EMS_ecto_boundary,Nvec_vc1.1_XM_032374843.2,EMS_ecto_boundary_module_3
EMS_ecto_boundary,Nvec_vc1.1_XM_001629214.3,EMS_ecto_boundary_module_3
EMS_ecto_boundary,Nvec_vc1.1_XM_001630241.3,EMS_ecto_boundary_module_3
EMS_ecto_boundary,Nvec_vc1.1_XM_032380356.2,EMS_ecto_boundary_module_3
EMS_ecto_boundary,Nvec_NVE6437,EMS_ecto_boundary_module_3
EMS_ecto_boundary,Nvec_vc1.1_XM_001622410.3,EMS_ecto_boundary_module_3
EMS_ecto_boundary,Nvec_vc1.1_XM_048732345.1,EMS_ecto_boundary_module_3
EMS_ecto_boundary,Nvec_vc1.1_XM_001623084.3,EMS_ecto_boundary_module_3
EMS_ecto_boundary,Nvec_vc1.1_XM_048722463.1,EMS_ecto_boundary_module_3
EMS_ecto_boundary,Nvec_vc1.1_XM_032364561.2,EMS_ecto_boundary_module_3
EMS_ecto_boundary,Nvec_vc1.1_XM_001629037.3,EMS_ecto_boundary_module_3
EMS_ecto_boundary,Nvec_vc1.1_XM_032377206.2,EMS_ecto_boundary_module_3
EMS_ecto_boundary,Nvec_vc1.1_XM_001627906.3,EMS_ecto_boundary_module_3
EMS_ecto_boundary,Nvec_vc1.1_XM_001636770.3,EMS_ecto_boundary_module_3
EMS_ecto_boundary,Nvec_vc1.1_XM_032362450.2,EMS_ecto_boundary_module_3
EMS_ecto_boundary,Nvec_vc1.1_XM_032364682.2,EMS_ecto_boundary_module_3
EMS_ecto_boundary,Nvec_vc1.1_XM_001629827.3,EMS_ecto_boundary_module_3
EMS_ecto_boundary,Nvec_vc1.1_XM_032381908.2,EMS_ecto_boundary_module_3
EMS_ecto_boundary,Nvec_vc1.1_XM_048721652.1,EMS_ecto_boundary_module_3
EMS_ecto_boundary,Nvec_NVE15402,EMS_ecto_boundary_module_3
EMS_ecto_boundary,Nvec_vc1.1_XM_048732421.1,EMS_ecto_boundary_module_3
EMS_ecto_boundary,Nvec_vc1.1_XM_032372033.2,EMS_ecto_boundary_module_3
EMS_ecto_boundary,Nvec_vc1.1_XM_032376059.2,EMS_ecto_boundary_module_3
EMS_ecto_boundary,Nvec_vc1.1_XM_032375701.2,EMS_ecto_boundary_module_3
EMS_ecto_boundary,Nvec_vc1.1_XM_032383688.1,EMS_ecto_boundary_module_3
EMS_ecto_boundary,Nvec_vc1.1_XM_048725588.1,EMS_ecto_boundary_module_3
EMS_ecto_boundary,Nvec_vc1.1_XM_048719913.1,EMS_ecto_boundary_module_3
EMS_ecto_boundary,Nvec_vc1.1_XM_048725835.1,EMS_ecto_boundary_module_3
EMS_ecto_boundary,Nvec_NVE24513,EMS_ecto_boundary_module_3
EMS_ecto_boundary,Nvec_vc1.1_XM_048722879.1,EMS_ecto_boundary_module_3
EMS_ecto_boundary,Nvec_vc1.1_XM_048722690.1,EMS_ecto_boundary_module_3
EMS_ecto_boundary,Nvec_vc1.1_XM_032377532.2,EMS_ecto_boundary_module_3
EMS_ecto_boundary,Nvec_vc1.1_XM_032364025.2,EMS_ecto_boundary_module_3
EMS_ecto_boundary,Nvec_vc1.1_XM_001632824.3,EMS_ecto_boundary_module_3
EMS_ecto_boundary,Nvec_vc1.1_XM_048733498.1,EMS_ecto_boundary_module_1
EMS_ecto_boundary,Nvec_vc1.1_XM_001635956.3,EMS_ecto_boundary_module_1
EMS_ecto_boundary,Nvec_vc1.1_XM_048726400.1,EMS_ecto_boundary_module_1
EMS_ecto_boundary,Nvec_vc1.1_XM_032383693.2,EMS_ecto_boundary_module_1
EMS_ecto_boundary,Nvec_vc1.1_XM_001641726.3,EMS_ecto_boundary_module_1
EMS_ecto_boundary,Nvec_vc1.1_XM_001629606.3,EMS_ecto_boundary_module_1
EMS_ecto_boundary,Nvec_vc1.1_XM_032362979.2,EMS_ecto_boundary_module_1
EMS_ecto_boundary,Nvec_vc1.1_XM_032367065.2,EMS_ecto_boundary_module_1
EMS_ecto_boundary,Nvec_vc1.1_XM_048727819.1,EMS_ecto_boundary_module_1
EMS_ecto_boundary,Nvec_vc1.1_XM_001635793.3,EMS_ecto_boundary_module_1
EMS_ecto_boundary,Nvec_vc1.1_XM_001628602.3,EMS_ecto_boundary_module_1
EMS_ecto_boundary,Nvec_vc1.1_XM_032362379.2,EMS_ecto_boundary_module_2
EMS_ecto_boundary,Nvec_vc1.1_XM_032381530.2,EMS_ecto_boundary_module_2
EMS_ecto_boundary,Nvec_vc1.1_XM_032380511.2,EMS_ecto_boundary_module_2
EMS_ecto_boundary,Nvec_vc1.1_XM_032371336.2,EMS_ecto_boundary_module_2
EMS_ecto_boundary,Nvec_vc1.1_XM_048730141.1,EMS_ecto_boundary_module_2
EMS_ecto_boundary,Nvec_vc1.1_XM_001635358.3,EMS_ecto_boundary_module_2
EMS_ecto_boundary,Nvec_vc1.1_XM_048734383.1,EMS_ecto_boundary_module_2
EMS_ecto_boundary,Nvec_vc1.1_XM_001647488.3,EMS_ecto_boundary_module_2
EMS_ecto_boundary,Nvec_vc1.1_XM_032365932.2,EMS_ecto_boundary_module_2
EMS_ecto_boundary,Nvec_vc1.1_XM_032386270.2,EMS_ecto_boundary_module_2
EMS_ecto_boundary,Nvec_vc1.1_XM_001633887.3,EMS_ecto_boundary_module_2
EMS_ecto_boundary,Nvec_vc1.1_XM_032364690.2,EMS_ecto_boundary_module_2
EMS_ecto_boundary,Nvec_vc1.1_XM_001624703.3,EMS_ecto_boundary_module_2
EMS_ecto_boundary,Nvec_vc1.1_XM_048719949.1,EMS_ecto_boundary_module_2
EMS_ecto_boundary,Nvec_vc1.1_XM_001635435.3,EMS_ecto_boundary_module_2
EMS_ecto_boundary,Nvec_vc1.1_XM_032364189.2,EMS_ecto_boundary_module_2
EMS_ecto_boundary,Nvec_vc1.1_XM_032382616.2,EMS_ecto_boundary_module_2
EMS_ecto_boundary,Nvec_vc1.1_XM_032378020.2,EMS_ecto_boundary_module_2
EMS_ecto_boundary,Nvec_vc1.1_XM_048724688.1,EMS_ecto_boundary_module_2
EMS_ecto_boundary,Nvec_vc1.1_XM_001638455.3,EMS_ecto_boundary_module_2
EMS_ecto_boundary,Nvec_vc1.1_XM_001625275.3,EMS_ecto_boundary_module_2
EMS_ecto_boundary,Nvec_vc1.1_XM_001641616.3,EMS_ecto_boundary_module_2
EMS_ecto_boundary,Nvec_vc1.1_XM_032367365.2,EMS_ecto_boundary_module_2
EMS_ecto_boundary,Nvec_vc1.1_XM_001641286.3,EMS_ecto_boundary_module_2
EMS_ecto_boundary,Nvec_NVE3414,EMS_ecto_boundary_module_2
EMS_ecto_boundary,Nvec_vc1.1_XM_032387315.2,EMS_ecto_boundary_module_2
EMS_ecto_boundary,Nvec_vc1.1_XM_032362886.2,EMS_ecto_boundary_module_2
EMS_ecto_boundary,Nvec_vc1.1_XM_001633510.3,EMS_ecto_boundary_module_2
EMS_ecto_boundary,Nvec_vc1.1_XM_032377563.1,EMS_ecto_boundary_module_2
EMS_ecto_boundary,Nvec_vc1.1_XM_032362159.2,EMS_ecto_boundary_module_2
EMS_ecto_boundary,Nvec_vc1.1_XM_001641820.3,EMS_ecto_boundary_module_2
EMS_ecto_boundary,Nvec_vc1.1_XM_001631441.3,EMS_ecto_boundary_module_2
EMS_ecto_boundary,Nvec_vc1.1_XM_032367272.2,EMS_ecto_boundary_module_2
EMS_ecto_boundary,Nvec_vc1.1_XM_032378137.2,EMS_ecto_boundary_module_2
EMS_ecto_boundary,Nvec_vc1.1_XM_032361919.2,EMS_ecto_boundary_module_2
EMS_ecto_boundary,Nvec_vc1.1_XM_001634956.3,EMS_ecto_boundary_module_2
EMS_ecto_boundary,Nvec_vc1.1_XM_001638660.3,EMS_ecto_boundary_module_2
EMS_ecto_boundary,Nvec_vc1.1_XM_001639565.3,EMS_ecto_boundary_module_2
EMS_ecto_boundary,Nvec_vc1.1_XM_032375635.2,EMS_ecto_boundary_module_2
EMS_ecto_boundary,Nvec_vc1.1_XM_032373866.2,EMS_ecto_boundary_module_2
gastro_circular_muscle_1,Nvec_vc1.1_XM_032386296.2,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_001636654.3,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_001627979.3,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_001631435.3,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_048727285.1,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_032382310.2,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_032379348.2,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_032384685.2,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_048731237.1,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_048728034.1,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_048730083.1,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_032385670.2,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_001623622.3,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_032384809.2,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_032367127.2,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_048724224.1,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_032365106.2,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_032366489.2,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_048721132.1,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_048733612.1,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_001630068.3,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_048719665.1,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_032379688.2,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_001635437.3,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_032384966.2,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_048731617.1,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_048724522.1,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_048724713.1,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_032383979.2,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_NVE13055,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_032374950.1,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_032363143.2,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_032370647.2,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_032378771.2,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_001633329.3,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_032373975.2,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_032384312.2,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_032387315.2,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_001629886.3,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_048727096.1,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_032382958.2,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_032382217.2,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_001626284.3,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_048732431.1,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_048724737.1,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_048722584.1,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_001628310.3,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_032366691.2,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_048729517.1,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_001639785.3,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_032369995.2,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_032365315.2,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_032375152.2,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_048727350.1,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_048722642.1,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_048727566.1,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_032385330.2,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_032363460.2,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_048724123.1,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_001625689.3,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_048725929.1,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_001642028.3,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_032367658.2,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_032379875.2,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_048726263.1,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_048730041.1,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_032367622.2,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_032362544.2,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_032365810.2,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_032382489.2,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_vc1.1_XM_048720832.1,gastro_circular_muscle_1_module_3
gastro_circular_muscle_1,Nvec_NVE22131,gastro_circular_muscle_1_module_3
