development_cell_type	cell_type	gene	development_stage	lvl
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032364001.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001634326.3	D|24h gastrula	2
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_048728211.1	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_048726662.1	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_v1g89657	D|24h gastrula	2
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032366098.2	D|2d planula	3
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001633901.3	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032384134.2	D|4d.c planula	5
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032382158.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001636889.3	D|8d p.polyp	7
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001630131.3	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_048733302.1	D|3d planula	4
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001628319.3	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_048724387.1	D|24h gastrula	2
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032364359.2	D|2d planula	3
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032372114.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032362945.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_048733736.1	D|4d.c planula	5
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032371996.2	D|4d.c planula	5
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001635374.3	D|4d.c planula	5
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032381587.2	D|4d.c planula	5
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001629020.3	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_048723945.1	D|4d.c planula	5
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001639101.3	D|24h gastrula	2
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032362346.2	D|4d.c planula	5
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032385715.2	D|2d planula	3
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032364561.2	D|4d.c planula	5
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001635041.3	D|24h gastrula	2
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032373089.2	D|4d.c planula	5
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032381586.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032363059.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032374310.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_048719714.1	D|4d.c planula	5
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_048724711.1	D|3d planula	4
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001640809.3	D|2d planula	3
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_048725325.1	D|4d.c planula	5
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032373099.2	D|24h gastrula	2
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001640726.3	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001633484.3	D|4d.c planula	5
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_048720219.1	D|16d p.polyp	8
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_048729744.1	D|24h gastrula	2
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001632947.3	D|24h gastrula	2
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032362135.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032363271.2	D|2d planula	3
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_048732912.1	D|5d p.polyp	6
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032376267.2	D|24h gastrula	2
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_048722812.1	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001625109.3	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_048728967.1	D|8d p.polyp	7
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001641660.3	D|4d.c planula	5
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032381059.2	D|4d.c planula	5
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032384789.2	D|4d.c planula	5
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032362934.2	D|16d p.polyp	8
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001631326.3	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032362379.2	D|2d planula	3
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001633508.3	D|2d planula	3
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001636163.3	D|2d planula	3
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032386243.2	D|4d.c planula	5
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_048728051.1	D|3d planula	4
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001622708.3	D|2d planula	3
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001623131.3	D|24h gastrula	2
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032377759.2	D|5d p.polyp	6
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032383713.2	D|2d planula	3
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001634712.3	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_048721581.1	D|5d p.polyp	6
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032380141.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_048720954.1	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001630333.3	D|4d.c planula	5
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001637508.3	D|3d planula	4
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001634111.3	D|24h gastrula	2
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032380001.2	D|5d p.polyp	6
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032376421.2	D|2d planula	3
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032384420.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032385499.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032362713.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_048723770.1	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_048720726.1	D|5d p.polyp	6
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032372025.2	D|3d planula	4
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_048722809.1	D|8d p.polyp	7
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032363168.2	D|2d planula	3
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032364225.2	D|2d planula	3
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032363985.2	D|24h gastrula	2
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_048728028.1	D|3d planula	4
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001625997.3	D|2d planula	3
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001634519.3	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032363350.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032375349.2	D|24h gastrula	2
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_048729186.1	D|3d planula	4
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032385572.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001628635.3	D|5d p.polyp	6
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032375228.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032362396.2	D|2d planula	3
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001628964.3	D|2d planula	3
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_048730757.1	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032367127.2	D|2d planula	3
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001629694.3	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001637733.3	D|5d p.polyp	6
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_048731755.1	D|8d p.polyp	7
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032379457.2	D|4d.c planula	5
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_048726174.1	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032367750.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032371744.2	D|5d p.polyp	6
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001633894.3	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032374041.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032364704.2	D|2d planula	3
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001632568.3	D|4d.c planula	5
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_048730169.1	D|2d planula	3
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032367802.2	D|5d p.polyp	6
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032365192.2	D|4d.c planula	5
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032377390.2	D|2d planula	3
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032381044.2	D|5d p.polyp	6
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032366790.2	D|3d planula	4
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001636315.3	D|4d.c planula	5
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001636862.3	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_048729481.1	D|4d.c planula	5
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_048725461.1	D|2d planula	3
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032377358.2	D|4d.c planula	5
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032366211.2	D|24h gastrula	2
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032383663.2	D|3d planula	4
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032378839.2	D|5d p.polyp	6
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001634160.3	D|24h gastrula	2
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032377897.2	D|4d.c planula	5
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032366733.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032383681.2	D|3d planula	4
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001626384.3	D|5d p.polyp	6
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032374864.2	D|5d p.polyp	6
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032383695.2	D|16d p.polyp	8
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001625898.3	D|5d p.polyp	6
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032375915.2	D|5d p.polyp	6
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032366482.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001623467.3	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032385963.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001640853.3	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_048723584.1	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032372883.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032365977.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032366602.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032380190.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032385089.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001638761.3	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_NVE23841	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001628945.3	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032373640.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032385577.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032363951.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001627792.3	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032387164.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032375670.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032382395.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001625588.3	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032364331.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_v1g19278	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_048730021.1	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001633902.3	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032379688.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032373497.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032384965.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032378152.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032380334.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_v1g241767	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032365212.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_048730161.1	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032385496.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001638841.3	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032378881.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_v1g210540	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032379465.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001634198.3	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_048731064.1	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032372717.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_048724012.1	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032376206.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_048726750.1	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032377450.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001633819.3	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032380374.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032366609.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001634938.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001628087.3	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001622271.3	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_v1g99666	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001626717.3	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001631763.3	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032361849.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032362307.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032364281.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032364373.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032364605.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032364773.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032373496.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032374029.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032374352.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032379504.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032383677.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032385184.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032385185.2	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_048722428.1	D|18h gastrula	1
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032383905.2	D|24h gastrula	2
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032375407.2	D|24h gastrula	2
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032382712.2	D|24h gastrula	2
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001631673.3	D|24h gastrula	2
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032375378.2	D|24h gastrula	2
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001625998.3	D|24h gastrula	2
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032375459.2	D|24h gastrula	2
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001639692.3	D|24h gastrula	2
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001628634.3	D|24h gastrula	2
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032375602.2	D|24h gastrula	2
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032375635.2	D|24h gastrula	2
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032372264.2	D|24h gastrula	2
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032383641.2	D|24h gastrula	2
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001623084.3	D|24h gastrula	2
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032381020.2	D|24h gastrula	2
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032369367.2	D|24h gastrula	2
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001627544.3	D|24h gastrula	2
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001629218.3	D|24h gastrula	2
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032379348.2	D|24h gastrula	2
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001641129.3	D|24h gastrula	2
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032366085.2	D|24h gastrula	2
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001631093.3	D|24h gastrula	2
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001639701.3	D|24h gastrula	2
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032362875.2	D|24h gastrula	2
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032364121.2	D|24h gastrula	2
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032377135.2	D|24h gastrula	2
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032386296.2	D|24h gastrula	2
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001631375.3	D|2d planula	3
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032383925.2	D|2d planula	3
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032373619.2	D|2d planula	3
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001633156.3	D|2d planula	3
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_048731137.1	D|2d planula	3
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032373943.2	D|2d planula	3
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001629572.3	D|2d planula	3
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032384912.2	D|2d planula	3
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032385169.2	D|2d planula	3
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001634460.3	D|2d planula	3
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001647488.3	D|2d planula	3
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032370011.2	D|2d planula	3
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032373618.2	D|2d planula	3
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032371461.2	D|2d planula	3
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032378048.2	D|2d planula	3
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001634199.3	D|2d planula	3
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032381049.2	D|2d planula	3
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032380735.2	D|2d planula	3
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_048727456.1	D|2d planula	3
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032385647.2	D|2d planula	3
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001647471.3	D|2d planula	3
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032361906.2	D|2d planula	3
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032385556.2	D|2d planula	3
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032366225.2	D|2d planula	3
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_048723046.1	D|2d planula	3
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032381908.2	D|2d planula	3
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032367288.2	D|2d planula	3
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032372078.2	D|2d planula	3
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032379723.2	D|2d planula	3
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001637272.3	D|2d planula	3
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032363992.2	D|2d planula	3
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032387167.2	D|2d planula	3
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001631543.3	D|3d planula	4
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_001635172.3	D|3d planula	4
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_048732532.1	D|3d planula	4
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032372575.2	D|3d planula	4
ectoderm.pharyngeal	digestive_filaments_1	Nvec_vc1.1_XM_032383907.2	D|3d planula	4
